"13688"	1
"13695"	2
"1370"	1
"1371"	1
"13711"	2
"13716"	2
"1372"	3
"1373"	1
"13731"	1
"1374"	1
"1375"	1
"1376"	1
"13767"	2
"1377"	1
"1378"	1
"137898"	2
"1379"	1
"13795"	1
"138"	2
"1386"	3
"13873"	1
"139"	4
"13903"	2
"1391"	1
"1393"	2
"1395"	2
"139508"	4
"139517"	2
"139543"	4
"139626"	2
"139628"	2
"139637"	4
"1398"	1
"139942"	1
"14"	2
"140"	2
"14017"	1
"14019"	1
"1403"	1
"1404"	3
"1405"	1
"1406"	1
"1407"	1
"14077"	1
"14081"	1
"141"	1
"14103"	1
"1411"	1
"14112"	2
"14113"	2
"1415"	1
"1416"	2
"14173"	3
"1418"	3
"14188"	1
"1419"	1
"14197"	2
"14199"	2
"1420"	1
"1421"	1
"14212"	1
"1422"	1
"1423"	1
"14233"	1
"142405"	1
"1425"	2
"142575"	1
"1429"	2
"1430"	1
"143073"	1
"1434"	2
"14358"	1
"143703"	1
"1438"	2
"14381"	2
"144"	4
"1441"	2
"144148"	2
"144157"	2
"144186"	2
"1442"	2
"144204"	2
"144271"	2
"144289"	2
"144300"	2
"144336"	2
"144381"	2
"1444"	1
"14441"	1
"1445"	1
"1446"	1
"144611"	2
"144760"	1
"14477"	1
"145"	3
"1450"	1
"1451"	1
"14555"	1
"14597"	1
"1462"	3
"14633"	1
"14697"	2
"14699"	1
"147"	2
"1470"	1
"14739"	1
"1476"	1
"14764"	2
"14784"	1
"148"	1
"1483"	2
"1487"	1
"14872"	1
"1488"	1
"1489"	1
"1490"	2
"14900"	1
"1491"	1
"1492"	2
"14926"	2
"14974"	2
"14985"	2
"1499"	2
"15"	4
"150"	38
"1500"	1
"1504"	1
"15080"	2
"15081"	2
"1509"	2
"151"	4
"15108"	2
"1511"	1
"15120"	1
"1515"	1
"15177"	1
"1518"	2
"1520"	2
"1525"	1
"15256"	1
"15273"	3
"1528"	1
"15287"	2
"153"	3
"15304"	1
"15312"	2
"15337"	1
"1534"	2
"15349"	1
"1535"	1
"153559"	1
"1536"	5
"15364"	1
"15368"	1
"1537"	2
"1538"	2
"15380"	1
"154"	2
"15413"	2
"15414"	2
"15415"	2
"15416"	2
"15417"	2
"15418"	2
"15419"	2
"15420"	2
"15421"	2
"15422"	2
"15423"	2
"15424"	2
"15425"	2
"1544"	1
"15474"	1
"15489"	1
"155"	2
"155154"	1
"155161"	1
"15533"	2
"15534"	1
"15539"	2
"15548"	2
"1555"	1
"15552"	2
"15556"	2
"15572"	2
"15573"	2
"15576"	2
"1558"	2
"156"	2
"15619"	2
"15637"	2
"1565"	3
"1567"	4
"15675"	1
"1568"	3
"157"	2
"15728"	1
"1573"	1
"1577"	1
"15799"	1
"158"	4
"15842"	1
"15846"	1
"15856"	1
"15857"	2
"1586"	1
"15887"	2
"159"	3
"15905"	1
"15916"	1
"1592"	2
"1593"	1
"15936"	2
"1594"	2
"15955"	1
"16"	20
"160"	16
"1602"	2
"160233"	2
"16070"	1
"16097"	2
"160x600"	4
"161"	4
"16104"	1
"1611"	2
"1612"	1
"1614"	2
"1616"	2
"162"	2
"1620"	2
"16224"	1
"1623"	1
"1624"	2
"16273"	2
"1629"	1
"16292"	1
"163"	4
"16300"	1
"16308"	2
"16311"	2
"16312"	2
"16317"	2
"16319"	2
"1632"	2
"16321"	2
"16323"	2
"1633"	1
"1634"	1
"163508"	1
"16366"	2
"16368"	1
"16386"	2
"16396"	2
"164"	6
"1641"	1
"16478"	2
"165"	2
"166"	2
"1662"	1
"16704"	2
"16715"	1
"1673"	1
"1674"	2
"16746"	2
"16764"	2
"1677"	2
"168"	3
"1680"	1
"1681"	1
"16840"	2
"16848"	2
"16871"	1
"1691"	1
"16931"	3
"169609"	1
"16963"	1
"17"	3
"170"	1
"1704"	1
"17072"	2
"17091"	1
"171"	1
"17111"	1
"171394"	1
"1714"	1
"17147"	2
"17182"	2
"1720"	2
"17204"	1
"17223"	2
"1728"	1
"173"	1
"17306"	2
"1734"	1
"173499"	2
"17370"	1
"17376"	2
"1738"	1
"17393"	1
"173983"	2
"174075"	2
"174174"	2
"17443"	2
"17450"	2
"17477"	2
"175"	1
"17515"	2
"17520"	2
"176"	1
"17633"	2
"1765"	2
"17666"	1
"1767"	1
"17673"	1
"177"	2
"17723"	1
"1776"	3
"1777"	3
"1778"	3
"1779"	2
"1780"	2
"1781"	2
"1782"	2
"17832"	2
"1784"	1
"17847"	2
"1785"	3
"1786"	1
"1788"	2
"17914"	1
"17964"	1
"17967"	1
"1801"	1
"1805"	2
"1808"	1
"18091"	2
"1811"	1
"18114"	2
"18134"	2
"18144"	2
"18147"	1
"182"	4
"18211"	1
"1822"	1
"1824"	3
"1829"	3
"183"	1
"1830"	1
"1832"	2
"18336"	2
"18349"	2
"1841"	2
"18429"	1
"1845"	2
"18476"	2
"18480"	2
"1849"	3
"185"	1
"18513"	3
"1857"	2
"186"	2
"18604"	1
"18629"	2
"18642"	1
"1868"	1
"18683"	1
"187"	2
"1872"	1
"18744"	1
"187570"	2
"1876"	1
"18809"	1
"18816"	2
"1889"	1
"188955"	2
"189"	4
"189007"	2
"189025"	2
"18995"	2
"19"	10
"190"	7
"1900"	6
"19010"	1
"1912"	2
"19195"	1
"192"	2
"19299"	2
"193"	2
"19308"	1
"19344"	2
"19350"	1
"193831"	1
"194"	2
"1941"	1
"19415"	1
"19424"	1
"1958"	1
"196"	1
"1962"	1
"1964"	1
"1968"	2
"197"	3
"1971"	1
"1972"	1
"1977"	1
"19781"	2
"19785"	2
"1979"	1
"19797"	1
"198"	2
"1984"	1
"1985"	1
"1989"	1
"199"	6
"1990"	2
"19937"	1
"1996"	1
"1998"	2
"1999"	1
"1b"	1
"1j"	2
"1m"	1
"1p"	12
"1t"	1
"1w"	1
"2"	245
"20"	41
"200"	35
"2000"	6
"2002"	2
"2005"	4
"20064"	2
"201"	2
"2012"	2
"2016"	3
"2019"	1
"202"	6
"20203"	2
"20212"	1
"2022"	1
"20230"	2
"2026"	2
"20266"	2
"2028"	1
"2029"	1
"20293"	2
"20295"	1
"2031"	3
"2038"	1
"2039"	2
"204"	1
"2044"	2
"20445"	2
"20454"	4
"2048"	8
"20499"	2
"205"	1
"2050"	1
"20521"	2
"20563"	2
"205714"	1
"20578"	1
"2059"	1
"2062"	3
"2064"	1
"2075"	2
"2076"	1
"207607"	1
"20786"	1
"208"	1
"20830"	1
"20832"	2
"209"	2
"2090"	2
"209314"	1
"2094"	3
"20946"	1
"2095"	1
"2097"	2
"21"	32
"210"	6
"2100"	1
"210220"	2
"21047"	1
"2105"	1
"21100"	2
"21123"	1
"2119"	3
"211973"	1
"212"	2
"21216"	2
"2126"	1
"213077"	1
"21323"	2
"2133"	1
"2138"	1
"214"	2
"21413"	1
"21488"	4
"21489"	2
"2150"	2
"21503"	2
"2157"	1
"215900"	2
"216"	2
"2160"	3
"216042"	2
"2164"	4
"216427"	2
"216733"	2
"2168"	1
"2169"	1
"21766"	1
"217892"	2
"217905"	2
"217914"	2
"217947"	2
"217964"	4
"217981"	4
"217998"	4
"218"	2
"218015"	2
"218027"	2
"218036"	2
"218049"	2
"218174"	1
"218255"	1
"2187"	1
"21888"	2
"219113"	2
"219313"	2
"2197"	2
"219779"	2
"219860"	2
"219863"	1
"22"	1
"22006"	2
"22007"	2
"22011"	2
"2202"	1
"22048"	2
"22057"	2
"220596"	2
"220609"	2
"220622"	2
"2208"	1
"22093"	2
"22138"	2
"2214"	1
"22144"	1
"22153"	1
"22192"	2
"221937"	2
"22205"	2
"2221"	1
"2224"	1
"223"	1
"22320"	2
"2233"	1
"22345"	1
"22382"	1
"22383"	1
"224"	15
"2240"	1
"22419"	2
"224401"	2
"2245"	1
"2250"	1
"22517"	1
"22520"	1
"2256"	2
"2257"	1
"2259"	1
"2268"	1
"22680"	1
"2269"	1
"227"	2
"2270"	2
"2271"	2
"2272"	2
"2276"	1
"22799"	2
"22813"	1
"22822"	1
"229"	1
"22905"	1
"22909"	2
"22913"	1
"2292"	1
"2298"	1
"22983"	2
"23"	11
"23003"	4
"2304"	2
"2305"	2
"2306"	2
"2307"	2
"23072"	1
"23075"	2
"2308"	4
"2309"	3
"23092"	1
"231"	4
"2310"	2
"2311"	2
"2312"	3
"2313"	2
"2319"	1
"232"	2
"2322"	2
"23245"	1
"2325"	3
"23255"	2
"23258"	2
"23285"	1
"233"	4
"2330"	1
"23318"	2
"2336"	1
"23368"	2
"2337"	1
"2338"	1
"234"	1
"2346"	1
"23478"	1
"235"	3
"2352"	2
"2353"	2
"2354"	3
"23540"	1
"23547"	1
"2355"	1
"2357"	2
"23593"	2
"2363"	1
"2369"	1
"237"	1
"2376"	2
"238"	1
"23808"	2
"2383"	1
"23835"	1
"239"	1
"2390"	2
"2395"	2
"2396"	1
"23964"	2
"23975"	2
"24"	3
"240"	3
"2400"	1
"24009"	2
"2401"	2
"2402"	2
"24020"	2
"2404"	2
"241"	1
"24108"	1
"2413"	1
"242"	3
"24228"	1
"2427"	2
"243"	5
"2430"	1
"24385"	1
"244"	2
"24413"	1
"24448"	1
"24452"	1
"2448"	1
"2449"	1
"245"	1
"24519"	2
"24587"	1
"246"	2
"24604"	1
"2462"	1
"24660"	1
"24729"	1
"2477"	1
"248"	2
"2484"	2
"2485"	3
"24855"	2
"2486"	2
"24864"	2
"249"	5
"2496"	1
"24965"	1
"25"	15
"250"	17
"25024"	1
"25031"	1
"251"	3
"25129"	1
"25153"	2
"2519"	2
"252"	1
"2528"	1
"253"	2
"2531"	1
"25345"	2
"2536"	1
"2537"	1
"254"	2
"2544"	1
"2545"	2
"25489"	1
"255"	1
"25572"	1
"25588"	1
"256"	111
"25634"	1
"25643"	1
"2565"	1
"25654"	1
"25688"	1
"2570"	1
"2571"	2
"25711"	2
"25728"	1
"2573"	1
"25737"	1
"2576"	1
"2577"	1
"2578"	1
"25780"	1
"25793"	1
"2581"	1
"2583"	2
"25889"	2
"2589"	1
"259"	1
"2591"	1
"259157"	1
"2592"	5
"25977"	2
"25995"	4
"26"	2
"26013"	2
"26031"	2
"26038"	2
"2606"	2
"26091"	2
"26094"	2
"2610"	1
"26103"	2
"26112"	1
"26121"	1
"26139"	2
"26148"	2
"26154"	1
"26155"	2
"26170"	1
"26199"	2
"26215"	1
"2622"	1
"26238"	2
"26256"	2
"26265"	2
"2629"	1
"26296"	1
"263"	2
"263569"	1
"2636"	3
"26362"	1
"26365"	2
"2639"	1
"264"	1
"2640"	1
"26418"	2
"2642"	1
"26459"	2
"26475"	2
"26476"	2
"26490"	2
"26496"	1
"265"	2
"2652"	2
"26535"	1
"265523"	1
"266"	2
"2660"	1
"26604"	2
"26609"	2
"26614"	2
"26634"	2
"26649"	2
"2670"	2
"2672"	2
"26726"	2
"267314"	1
"26736"	2
"26760"	2
"2678"	1
"26788"	2
"268"	2
"26800"	2
"268083"	1
"2683"	2
"26863"	2
"2687"	2
"26873"	1
"268784"	1
"269"	1
"26914"	2
"26918"	1
"26929"	2
"26930"	2
"2699"	2
"27"	4
"270"	3
"2700"	1
"27024"	2
"27046"	1
"2705"	3
"27057"	2
"27072"	1
"27099"	2
"271"	2
"27109"	2
"27134"	2
"27151"	2
"27168"	2
"27179"	2
"27192"	2
"27194"	2
"2721"	2
"27228"	2
"27233"	3
"27293"	2
"273"	1
"2731"	2
"2736"	1
"27377"	2
"273895"	1
"2739"	1
"274"	1
"27408"	2
"27422"	1
"27427"	2
"2744"	1
"27440"	1
"2748"	1
"27489"	2
"275"	1
"2750"	1
"2754"	1
"2755"	1
"2760"	2
"27600"	2
"27626"	1
"27634"	1
"27647"	1
"27656"	1
"27697"	1
"27702"	1
"2774"	1
"27744"	2
"2775"	1
"278"	1
"2782"	2
"2785"	1
"2786"	1
"279"	1
"2790"	2
"2798"	1
"28"	4
"280"	1
"28024"	1
"28084"	2
"28130"	2
"2815"	1
"28157"	1
"28211"	2
"2822"	1
"2824"	2
"2832"	2
"2841"	2
"2842"	2
"2844"	2
"28451"	1
"28469"	2
"2849"	1
"2854"	1
"28561"	1
"28613"	1
"28621"	1
"2863"	2
"28696"	1
"2872"	2
"2875"	2
"2879"	2
"288"	1
"2883"	2
"288392"	1
"28853"	1
"288625"	1
"2889"	2
"28896"	2
"289"	1
"2892"	2
"2896"	1
"289871"	1
"289951"	1
"28999"	1
"29"	2
"290"	1
"290067"	1
"2904"	1
"29042"	1
"29045"	2
"2905"	1
"290533"	1
"2909"	1
"291"	1
"2911"	2
"2913"	2
"29226"	1
"2928"	1
"292912"	1
"2934"	3
"29378"	1
"29383"	2
"29392"	2
"29424"	2
"2949"	1
"29494"	2
"295"	1
"296"	1
"2961"	1
"29616"	2
"2964"	1
"297"	2
"29712"	2
"2976"	1
"29810"	1
"29819"	1
"29856"	2
"29871"	1
"2988"	2
"2989"	2
"298909"	1
"2991"	2
"2992"	2
"299214"	1
"2994"	2
"2995"	2
"29952"	2
"2996"	3
"2997"	2
"2999"	2
"2c"	2
"2lniwanm8es"	3
"2s"	4
"3"	330
"30"	61
"300"	25
"30002"	1
"3001"	2
"3003"	2
"3004"	2
"3005"	2
"3006"	2
"30090"	1
"300x250"	4
"301"	1
"3024"	3
"3028"	1
"30293"	1
"303"	2
"3031"	2
"304"	4
"3043"	2
"3044"	2
"30441"	1
"3047"	2
"30483"	1
"305"	1
"3052"	2
"306"	2
"30624"	2
"3065"	1
"30678"	2
"307"	2
"3070"	2
"3072"	2
"3074"	1
"3075"	2
"3076"	2
"3077"	2
"308"	2
"3081"	1
"30816"	2
"3088"	2
"308972"	1
"309"	2
"30927"	1
"3098"	2
"3099"	2
"31"	3
"310"	1
"3100"	2
"3101"	2
"31019"	2
"3102"	2
"3105"	2
"311"	1
"3110"	2
"31113"	2
"3115"	1
"31184"	1
"312"	2
"3125"	2
"313527"	1
"3136"	1
"31385"	2
"31425"	1
"31440"	2
"3145"	2
"31454"	2
"31459"	1
"3146"	1
"315"	2
"31536"	2
"31541"	1
"316329"	1
"3168"	3
"31684"	2
"31686"	2
"31687"	2
"31688"	2
"3170"	2
"31776"	2
"3178"	1
"3179"	3
"3182"	2
"3185"	2
"31881"	2
"31891"	2
"31900"	2
"32"	18
"320"	2
"3200"	2
"3206"	2
"321"	2
"3216"	1
"32178"	1
"32179"	2
"322"	1
"32203"	2
"3224"	2
"3226"	1
"322867"	1
"323"	2
"3234"	1
"32345"	2
"324"	1
"3251"	1
"3255"	2
"3261"	1
"3264"	4
"3265"	2
"3277"	1
"328"	2
"329340"	1
"329475"	1
"3296"	1
"3299"	1
"33"	1
"33003"	2
"3303"	1
"3309"	2
"33115"	2
"33120"	2
"331265"	1
"3316"	2
"331688"	1
"33185"	2
"3326"	2
"333"	1
"3338"	1
"3339"	1
"33422"	2
"334236"	1
"334354"	1
"33437"	2
"33442"	2
"33466"	2
"3349"	2
"3350"	2
"3354"	1
"33593"	1
"336"	1
"3361"	2
"33614"	1
"33674"	2
"33711"	2
"3378"	2
"338"	4
"339"	1
"33907"	2
"33926"	1
"3393"	1
"3394"	2
"3396"	1
"3397"	1
"340"	1
"34071"	1
"3409"	1
"341"	2
"341681"	1
"342"	2
"342714"	1
"343"	2
"3434"	1
"34358"	2
"3438"	2
"34386"	1
"344"	3
"34468"	2
"345"	1
"346"	1
"34616"	2
"3462"	1
"3467"	2
"347"	1
"34823"	1
"34827"	1
"34858"	2
"349"	1
"3491"	2
"350"	1
"3501"	1
"351"	1
"3519"	3
"352"	1
"3527"	2
"353397"	1
"3536"	2
"35389"	1
"35403"	1
"354351"	1
"3544"	2
"354797"	1
"3551"	2
"3553"	1
"3557"	2
"356"	2
"3563"	1
"356880"	1
"3569"	1
"357"	4
"35717"	1
"3574"	1
"35788"	1
"358317"	1
"35836"	1
"359"	1
"3590"	2
"360"	1
"3600"	4
"36021"	2
"3605"	2
"360538"	1
"3608"	1
"36088"	2
"36099"	2
"36111"	2
"36116"	2
"36130"	2
"36164"	2
"36172"	2
"36175"	2
"3622"	1
"3628"	2
"3635373x"	2
"3636"	1
"364391"	1
"3646"	2
"3649"	2
"365"	1
"3650"	2
"3655"	2
"365919"	1
"366"	3
"36601"	1
"3664"	2
"367593"	1
"368"	1
"36872"	2
"3688"	1
"369"	1
"3695"	2
"3696"	1
"3697"	1
"37"	3
"370086"	1
"3702"	4
"37041"	2
"370811"	1
"370929"	1
"3711"	2
"3712"	2
"3714"	1
"37211"	2
"3726"	2
"3738"	2
"375"	1
"3760"	2
"377"	1
"378167"	1
"37819"	1
"378235"	1
"378306"	1
"378360"	1
"378407"	1
"37964"	2
"380"	1
"381"	2
"381066"	1
"381592"	1
"3822"	2
"382944"	1
"382992"	1
"382994"	1
"383002"	1
"3838"	2
"3842"	1
"38491"	2
"385"	2
"3852"	1
"3856"	1
"3858"	1
"38583"	2
"38608"	2
"3864"	2
"3866"	2
"3870"	1
"3873"	1
"3874"	1
"3875"	2
"387784"	1
"387984"	1
"388"	2
"3883"	1
"3888"	1
"3889"	1
"389"	2
"3890"	1
"3895"	1
"3899"	1
"390"	2
"3902"	1
"3905"	1
"3907"	1
"3910"	1
"3915"	1
"391600"	1
"392"	2
"3925"	2
"3929"	1
"393"	2
"3936"	3
"3937"	3
"3938"	2
"3939"	2
"394"	2
"3940"	2
"3941"	2
"3942"	2
"3943"	1
"3951"	1
"3954"	1
"39593"	2
"398"	1
"3984"	1
"39857"	1
"398695"	1
"3989"	1
"399"	1
"3997"	2
"3999"	1
"4"	191
"40"	1
"400"	4
"401"	2
"4010"	1
"40132"	2
"402"	1
"4020"	1
"40254"	2
"4028"	1
"403"	1
"4032"	2
"40361"	1
"404"	1
"4044"	2
"4046"	1
"405"	1
"4050"	2
"40528"	2
"4058"	1
"406"	1
"40626"	1
"40661"	2
"407"	2
"407856"	1
"408"	1
"4080"	3
"4081"	2
"4082"	2
"4085"	1
"409870"	1
"41"	2
"410"	3
"410835"	1
"4113"	1
"4114"	1
"4125"	1
"4128"	1
"412919"	1
"414658"	1
"4149"	1
"4153"	1
"416"	1
"4162"	2
"417"	1
"4175"	2
"417566"	1
"4176"	1
"41760"	2
"418538"	1
"4189"	1
"419"	1
"4192"	1
"4199"	1
"42"	1
"420"	19
"42049"	1
"42050"	1
"42051"	1
"42052"	1
"42053"	1
"42054"	1
"420628"	1
"420725"	1
"420916"	1
"421"	3
"421219"	1
"4213"	1
"422"	3
"4224"	3
"4226"	2
"42267"	1
"4228"	1
"423"	3
"4237"	1
"42387"	1
"424"	2
"425"	3
"42501"	1
"4253"	1
"4254"	2
"4255"	2
"4258"	1
"426"	2
"4263"	1
"4268"	1
"427"	3
"4272"	1
"42780"	1
"42781"	1
"42794"	1
"4288"	1
"428878"	1
"429"	2
"429087"	1
"4293"	1
"43"	7
"430"	2
"43048"	1
"431"	2
"43172"	1
"4318"	1
"43200"	10
"4322"	4
"4324"	1
"4330"	2
"434"	1
"43451"	1
"435"	2
"4357"	2
"436"	1
"4361"	1
"43615"	2
"4365"	1
"43676"	2
"437"	4
"4371"	2
"4377"	2
"4379"	1
"4384"	1
"439"	5
"4397"	1
"43971"	1
"440"	3
"4400"	2
"441"	1
"4416"	3
"44177"	1
"442"	5
"4429"	1
"443"	1
"4431"	1
"444"	1
"4447"	2
"445"	2
"44568"	1
"446"	2
"44606"	1
"446066"	1
"4489"	1
"449"	4
"4490"	1
"450"	2
"4501"	1
"4507"	1
"4512"	2
"4516"	2
"4517"	1
"4519"	1
"452"	2
"4524"	1
"4525"	2
"4526"	1
"4537"	1
"4552"	2
"4561"	1
"4565"	1
"4570"	1
"4571"	1
"4576"	1
"4581"	1
"4583"	1
"4586"	2
"4587"	2
"4588"	1
"459"	1
"4590"	1
"4607"	1
"46084"	2
"461"	1
"4611"	1
"4618"	2
"462"	2
"46228"	2
"46246"	2
"4628"	1
"463"	2
"463243"	1
"464"	1
"4640"	1
"46467"	1
"465"	2
"4651"	1
"4656"	1
"466"	3
"4660"	2
"4662"	1
"4666"	1
"46671"	2
"467"	3
"468"	3
"46842"	2
"469"	3
"4695"	1
"470"	2
"4708"	1
"471"	3
"4712"	4
"472"	2
"4728"	1
"473"	2
"4733"	1
"4736"	1
"4739"	1
"474"	2
"4742"	1
"4746"	1
"475"	2
"4752"	5
"4754"	1
"4755"	1
"4757"	1
"476"	2
"4760"	1
"4761"	1
"4762"	2
"4765"	2
"477"	6
"47718"	2
"4774"	3
"478"	2
"4783"	1
"479"	1
"47934"	2
"48"	1
"480"	1
"48015"	1
"4804"	1
"4808"	2
"481"	3
"4814"	1
"4816"	1
"482"	2
"4823"	1
"483433"	1
"483459"	1
"483486"	1
"48349"	1
"4836"	1
"484"	2
"4844"	1
"4845"	1
"4850"	1
"4853"	1
"4854"	1
"4858"	1
"4862"	1
"4867"	1
"4878"	1
"4883"	2
"4884"	1
"4887"	2
"48870"	1
"489"	1
"4891"	1
"48920"	1
"4894"	1
"48944"	1
"4896"	1
"49"	5
"490"	1
"491"	4
"49120"	2
"4915"	1
"492"	4
"4920"	1
"4921"	1
"4925"	1
"4929"	2
"49290"	1
"493"	1
"494"	2
"4946"	2
"4947"	2
"4948"	2
"495"	2
"49542"	1
"4957"	1
"49575"	2
"49578"	2
"49581"	2
"4959"	3
"4963"	1
"4964"	1
"4967"	1
"4969"	1
"497"	1
"4972"	1
"4975"	1
"4981"	1
"4984"	1
"498567"	1
"498636"	1
"498640"	1
"499"	2
"4993"	1
"5"	138
"50"	27
"500"	8
"50001"	2
"50022"	2
"5008"	1
"501"	2
"5015"	1
"5016"	1
"5018"	1
"5021"	1
"50287"	1
"503"	1
"50316"	1
"50399"	1
"50403"	1
"5044"	1
"50449"	2
"5045"	1
"5048"	1
"505"	3
"505046"	1
"505078"	1
"50534"	1
"5056"	2
"506"	4
"5060"	2
"507"	3
"508"	3
"5082"	1
"5083"	1
"509"	2
"509237"	1
"509250"	1
"5094"	1
"5099"	1
"51"	7
"510"	1
"5102"	1
"5103"	2
"5108"	1
"5109"	3
"5113"	2
"5114"	1
"5117"	1
"5126"	1
"51313"	1
"5133"	3
"5136"	2
"5138"	1
"514"	3
"5141"	2
"516"	1
"5160"	5
"51607"	1
